SMILES,Metal,LogK1
O=C(O)CN1CCN(CC(=O)O)CC(=O)OCCOCCOCCOCCOC(=O)C1,Yb+++,9.01
O=S(=O)(O)CCN1CCN(CCO)CC1,Ce+++,3.4
O=S(=O)(O)CCN1CCN(CCO)CC1,Eu+++,3.43
O=S(=O)(O)CCN1CCN(CCO)CC1,Pr+++,3.44
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,9.51
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,10.22
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,10.53
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,10.75
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,11.03
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,10.37
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,10.83
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,11.36
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,9.77
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,9.71
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,10.17
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,11.19
O=C(O)CN(CCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,11.33
NC(CC(=O)O)CC(O)CC(=O)O,Ce+++,5.11
NC(CC(=O)O)CC(O)CC(=O)O,Nd+++,5.98
NC(CC(=O)O)CC(O)CC(=O)O,Pr+++,5.81
O=C(O)C(O)CCN1CCCN(CC[C@@H](O)C(=O)O)CCCN(CC[C@H](O)C(=O)O)CCC1,Ce+++,16.2
O=C(O)C(O)CCN1CCCN(CC[C@@H](O)C(=O)O)CCCN(CC[C@H](O)C(=O)O)CCC1,Eu+++,16.42
O=C(O)C(O)CCN1CCCN(CC[C@@H](O)C(=O)O)CCCN(CC[C@H](O)C(=O)O)CCC1,Gd+++,16.27
O=C(O)C(O)CCN1CCCN(CC[C@@H](O)C(=O)O)CCCN(CC[C@H](O)C(=O)O)CCC1,Yb+++,15.8
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Pr+++,4.29
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Ce+++,4.42
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Dy+++,4.73
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Er+++,4.65
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Gd+++,4.92
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Ho+++,4.7
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Nd+++,5.01
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Sm+++,5.15
O=Nc1c(O)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc12,Yb+++,4.74
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Ce+++,4.67
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Tb+++,6.45
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Dy+++,6.78
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Gd+++,5.76
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Ho+++,7.12
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Nd+++,5.22
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Pr+++,4.9
C/C(=N\c1ccccc1S(=O)(=O)O)c1ccccc1O,Sm+++,5.48
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,15.1
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1,Ce+++,18.15
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1,Gd+++,20.39
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1,Ho+++,20.24
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1,Nd+++,20.15
O=C(O)CN1CCN(CC(=O)O)Cc2cccc(n2)CN(CC(=O)O)CC1,Yb+++,20.63
c1ccc(-c2ccccn2)nc1,Tb+++,4.29
c1ccc(-c2ccccn2)nc1,Dy+++,4.33
c1ccc(-c2ccccn2)nc1,Gd+++,3.85
c1ccc(-c2ccccn2)nc1,Ce+++,0.9
c1ccc(-c2ccccn2)nc1,Nd+++,0.9
c1ccc(-c2ccccn2)nc1,Pr+++,0.9
c1ccc(-c2ccccn2)nc1,Sm+++,0.9
O=[N+]([O-])c1cccc(O)c1O,Ce+++,8.24
O=[N+]([O-])c1cccc(O)c1O,Eu+++,8.9
O=[N+]([O-])c1cccc(O)c1O,Tb+++,9.51
O=[N+]([O-])c1cccc(O)c1O,Dy+++,9.53
O=[N+]([O-])c1cccc(O)c1O,Gd+++,9.15
O=[N+]([O-])c1cccc(O)c1O,Ho+++,9.69
O=[N+]([O-])c1cccc(O)c1O,Lu+++,9.2
O=[N+]([O-])c1cccc(O)c1O,Nd+++,8.71
O=[N+]([O-])c1cccc(O)c1O,Pr+++,8.46
O=[N+]([O-])c1cccc(O)c1O,Sm+++,9.02
Cc1cc(C(C)(C)C)cc(CN(CCN(CC(=O)O)Cc2cc(C(C)(C)C)cc(C)c2O)CC(=O)O)c1O,Gd+++,20.38
Cc1c[nH]c(=O)[nH]c1=O,Ce+++,6.17
CCc1c(O)c(=O)ccn1CC,Gd+++,8.09
CC1(C)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)C1,Gd+++,10.4
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,10.65
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,12.03
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,12.47
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,12.88
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,13.48
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,12.15
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,13.2
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,14.01
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,11.3
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,11.15
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,11.82
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,13.63
CC(CC(C)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,13.83
CC1=NN(c2ccccc2)C(=O)C1c1ccccc1,Eu+++,6.1
CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)O,Dy+++,3.11
CC(C)[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)O,Pr+++,3.15
O=C(O)CNC(=O)C1CCCN1,Eu+++,3.1
O=C(O)CNC(=O)C1CCCN1,Gd+++,3.0
O=C(O)CNC(=O)C1CCCN1,Ho+++,3.25
O=C(O)CNC(=O)C1CCCN1,Nd+++,2.75
O=C(O)CNC(=O)C1CCCN1,Yb+++,3.5
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)CC(=O)O,Gd+++,17.54
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,14.26
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Eu+++,15.28
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tb+++,15.16
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Dy+++,15.11
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Er+++,14.9
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Gd+++,15.21
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Ho+++,15.01
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Lu+++,15.14
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Nd+++,14.8
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pr+++,14.61
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Sm+++,15.29
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Tm+++,14.97
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Yb+++,15.17
O=C(O)CCN(CCOCCN(CC(=O)O)CC(=O)O)CC(=O)O,Pm+++,15.1
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Ce+++,8.77
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Eu+++,10.08
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Tb+++,10.46
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Dy+++,10.55
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Er+++,10.91
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Gd+++,9.96
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Ho+++,10.76
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Lu+++,11.17
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Nd+++,9.37
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Pr+++,9.26
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Sm+++,9.82
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Tm+++,11.12
O=C(O)CC(NCCCNC(CC(=O)O)C(=O)O)C(=O)O,Yb+++,11.19
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Eu+++,26.21
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,24.0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ce+++,24.6
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tb+++,26.97
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Yb+++,26.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Dy+++,24.8
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Er+++,24.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ho+++,24.8
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Lu+++,25.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Nd+++,23.0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Pr+++,23.0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Sm+++,23.0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tm+++,24.65
NCCCCCC(=O)O,Eu+++,5.3
NCCCCCC(=O)O,Dy+++,4.93
NCCCCCC(=O)O,Er+++,5.09
NCCCCCC(=O)O,Gd+++,4.79
NCCCCCC(=O)O,Lu+++,5.13
NCCCCCC(=O)O,Pr+++,4.8
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Gd+++,18.89
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Ce+++,17.16
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Eu+++,19.28
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Tb+++,19.61
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Dy+++,19.9
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Er+++,20.15
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Ho+++,19.97
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Lu+++,20.7
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Nd+++,18.32
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Pr+++,17.85
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Sm+++,19.24
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Tm+++,20.31
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1O)Cc1ccccc1O,Yb+++,20.5
O=C(O)CC(C(=O)O)N(CCO)CCN(CCO)C(CC(=O)O)C(=O)O,Nd+++,13.89
N[C@@H](CS)C(=O)O,Ce+++,13.5
N[C@@H](CS)C(=O)O,Nd+++,13.45
N[C@@H](CS)C(=O)O,Pr+++,13.4
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Ce+++,11.58
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Eu+++,12.69
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Tb+++,12.53
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Dy+++,12.54
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Er+++,12.45
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Gd+++,12.58
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Ho+++,12.53
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Lu+++,12.45
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Nd+++,12.27
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Pr+++,12.0
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Sm+++,12.58
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Tm+++,12.4
O=C(O)C(NCCNC(C(=O)O)C(=O)O)C(=O)O,Yb+++,12.46
CC(NC(=O)CN)C(=O)O,Eu+++,2.6
CC(NC(=O)CN)C(=O)O,Gd+++,2.4
CC(NC(=O)CN)C(=O)O,Ho+++,2.55
CC(NC(=O)CN)C(=O)O,Nd+++,2.3
CC(NC(=O)CN)C(=O)O,Yb+++,2.8
O=C(O)[C@@H]1CCCN1,Ce+++,4.87
O=C(O)[C@@H]1CCCN1,Dy+++,5.77
O=C(O)[C@@H]1CCCN1,Gd+++,5.58
O=C(O)[C@@H]1CCCN1,Nd+++,5.32
O=C(O)[C@@H]1CCCN1,Pr+++,5.22
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,La+++,12.19
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Ce+++,12.5
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Pr+++,12.41
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Nd+++,12.25
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Sm+++,11.52
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Eu+++,10.93
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Gd+++,10.23
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Tb+++,9.68
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Dy+++,9.36
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Ho+++,9.36
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Er+++,9.71
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Tm+++,10.13
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Yb+++,10.48
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCOCCOCC2,Lu+++,10.64
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,La+++,12.57
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Ce+++,12.82
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Pr+++,12.65
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Nd+++,12.25
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Sm+++,11.41
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Eu+++,10.86
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Gd+++,10.19
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Tb+++,10.19
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Dy+++,10.49
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Ho+++,10.7
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Er+++,11.05
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Tm+++,11.43
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Yb+++,11.8
O=C(O)c1cccc(n1)CN2CCOCCN(Cc(n3)cccc3C(=O)O)CCOCCN(CCOCC2)Cc(n4)cccc4C(=O)O,Lu+++,11.9
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,La+++,9.93
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Ce+++,10.74
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Pr+++,11.25
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Nd+++,11.49
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Sm+++,12.13
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Eu+++,12.15
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Gd+++,12.02
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Tb+++,12.17
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Dy+++,12.18
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Ho+++,12.1
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Er+++,12.0
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Tm+++,12.05
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Yb+++,12.14
O(CCN(C)CC1=CC=CC(C(=O)O)=N1)CCN(C)CC1=CC=CC(C(=O)O)=N1,Lu+++,12.21
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,La+++,14.99
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Ce+++,15.11
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Pr+++,14.7
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Nd+++,14.36
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Sm+++,13.8
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Eu+++,13.01
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Gd+++,13.02
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Tb+++,11.79
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Dy+++,11.72
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Ho+++,10.59
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Er+++,10.1
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Tm+++,9.59
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Yb+++,8.89
O=C(O)C1=CC=CC(CN2CCOCCOCCN(CC3=CC=CC(C(=O)O)=N3)CCOCCOCC2)=N1,Lu+++,8.25
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,La+++,15.46
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Ce+++,15.94
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Pr+++,16.36
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Nd+++,16.56
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Sm+++,17.1
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Eu+++,17.32
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Gd+++,17.35
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Tb+++,17.92
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Dy+++,18.28
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Ho+++,18.6
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Er+++,18.83
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Tm+++,19.3
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Yb+++,19.48
O=C(O)CN(CCN(CC(O)=O)CC(=O)O)CC(=O)O,Lu+++,19.8
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,La+++,16.89
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ce+++,17.34
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Nd+++,18.39
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Sm+++,19.02
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Eu+++,19.13
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Gd+++,19.37
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Dy+++,18.87
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Ho+++,18.93
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Er+++,18.46
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Yb+++,18.31
O(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Lu+++,17.93
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,La+++,14.31
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Ce+++,14.65
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Pr+++,14.81
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Nd+++,14.51
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Sm+++,13.66
C1=CC2=NC(=C1)CN(CC1=CC=CC(C(=O)O)=N1)CCOCCOCCOCCN(CC1=CC=CC(C(=O)O)=N1)C2,Eu+++,13.29
