SMILES,Metal,LogK1
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Nd+++,12.08
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Pr+++,11.87
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Sm+++,12.56
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Tm+++,13.84
O=C(O)CN(CC(=O)O)CC(O)CN(CC(=O)O)CC(=O)O,Yb+++,14.38
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Dy+++,3.17
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Er+++,3.21
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Gd+++,3.13
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Nd+++,3.03
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Pr+++,2.96
Nc1ccn([C@@H]2O[C@H](CO)C(O)C2O)c(=O)n1,Sm+++,3.1
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Eu+++,14.98
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Tb+++,15.77
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Gd+++,15.27
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Ho+++,15.99
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Lu+++,16.69
O=P(O)(O)CN(CP(=O)(O)O)C1CCCCC1N(CP(=O)(O)O)CP(=O)(O)O,Sm+++,14.66
CCC(C)C(NC(=O)CN)C(=O)O,Eu+++,2.45
CCC(C)C(NC(=O)CN)C(=O)O,Gd+++,2.3
CCC(C)C(NC(=O)CN)C(=O)O,Ho+++,2.6
CCC(C)C(NC(=O)CN)C(=O)O,Nd+++,2.4
CCC(C)C(NC(=O)CN)C(=O)O,Yb+++,2.85
CC(O)CN(CCCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,Gd+++,17.33
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ce+++,11.1
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Eu+++,10.87
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tb+++,10.78
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Dy+++,10.73
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Er+++,10.54
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Gd+++,10.6
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Ho+++,10.49
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Lu+++,10.42
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Nd+++,11.01
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Pr+++,11.23
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Sm+++,10.87
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Tm+++,10.51
Nc1ccccc1OC(C(Oc1ccccc1N)N(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Yb+++,10.61
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Eu+++,13.9
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,13.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ce+++,13.25
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tb+++,14.5
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Dy+++,15.1
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Er+++,15.25
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Ho+++,15.25
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Lu+++,16.0
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Nd+++,13.15
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Pr+++,13.3
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Sm+++,13.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Tm+++,15.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CC1,Yb+++,15.4
C1CNCCNCCNCCNCCNCCN1,Ce+++,7.51
C1CNCCNCCNCCNCCNCCN1,Eu+++,8.27
C1CNCCNCCNCCNCCNCCN1,Tb+++,8.5
C1CNCCNCCNCCNCCNCCN1,Gd+++,8.4
C1CNCCNCCNCCNCCNCCN1,Ho+++,8.62
C1CNCCNCCNCCNCCNCCN1,Lu+++,9.15
C1CNCCNCCNCCNCCNCCN1,Nd+++,8.03
C1CNCCNCCNCCNCCNCCN1,Sm+++,8.14
C1CNCCNCCNCCNCCNCCN1,Tm+++,8.95
C1CNCCNCCNCCNCCNCCN1,Dy+++,10.1
C1CNCCNCCNCCNCCNCCN1,Er+++,10.0
C1CNCCNCCNCCNCCNCCN1,Pr+++,10.0
C1CNCCNCCNCCNCCNCCN1,Yb+++,11.2
O=C(O)CN(C/C=C/CN(CC(=O)O)CC(=O)O)CC(=O)O,Ce+++,8.57
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Tb+++,13.38
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Dy+++,13.56
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Er+++,14.33
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Gd+++,12.67
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Ho+++,13.7
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Lu+++,14.57
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Nd+++,11.98
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Pr+++,11.69
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Sm+++,12.46
O=C(O)CN(CC(=O)O)C1CCC(N(CC(=O)O)CC(=O)O)C1,Tm+++,14.43
O=C(O)CN1CCOCCN(CC(=O)O)CCN(CC(=O)O)CC1,Eu+++,19.09
O=C(O)CN1CCOCCN(CC(=O)O)CCN(CC(=O)O)CC1,Gd+++,21.6
CC(/N=C/c1ccccc1O)C(=O)O,Ce+++,6.21
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Ce+++,12.48
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Tb+++,13.2
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Dy+++,12.7
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Er+++,12.48
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Gd+++,13.87
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Nd+++,13.18
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Sm+++,13.83
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,Yb+++,12.62
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Dy+++,4.7
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Gd+++,4.37
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Lu+++,4.81
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Nd+++,4.41
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Sm+++,4.72
O=C(O)CN(CC(=O)O)[C@@H]1CCCC[C@@H]1N(CC(=O)O)CC(=O)O,Tm+++,4.4
Nc1ccc(S(=O)(=O)O)cc1C(=O)O,Ce+++,3.38
Nc1ccc(S(=O)(=O)O)cc1C(=O)O,Nd+++,3.68
Nc1ccc(S(=O)(=O)O)cc1C(=O)O,Pr+++,3.46
Nc1ccc(S(=O)(=O)O)cc1C(=O)O,Sm+++,3.81
C[C@H](N)C(=O)O,Ce+++,4.29
C[C@H](N)C(=O)O,Dy+++,4.8
C[C@H](N)C(=O)O,Er+++,5.07
C[C@H](N)C(=O)O,Gd+++,5.18
C[C@H](N)C(=O)O,Nd+++,4.8
C[C@H](N)C(=O)O,Pr+++,4.57
C[C@H](N)C(=O)O,Sm+++,5.1
C[C@H](N)C(=O)O,Eu+++,4.7
C[C@H](N)C(=O)O,Tb+++,4.7
C[C@H](N)C(=O)O,Ho+++,4.6
C[C@H](N)C(=O)O,Lu+++,4.8
C[C@H](N)C(=O)O,Tm+++,4.7
C[C@H](N)C(=O)O,Yb+++,4.9
O=C(O)CN1CCOCCOCCOCCOCCOCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Dy+++,16.9
Cc1ncc(CO)c(CO)c1O,Er+++,3.7
Cc1ncc(CO)c(CO)c1O,Ho+++,3.62
Cc1ncc(CO)c(CO)c1O,Nd+++,4.21
Cc1ncc(CO)c(CO)c1O,Yb+++,3.4
CC(C)[C@H](N)C(=O)O,Ce+++,5.42
CC(C)[C@H](N)C(=O)O,Gd+++,5.1
CC(C)[C@H](N)C(=O)O,Nd+++,5.47
CC(C)[C@H](N)C(=O)O,Pr+++,5.6
CC(C)[C@H](N)C(=O)O,Sm+++,5.24
CC(C)[C@H](N)C(=O)O,Eu+++,3.85
CC(C)[C@H](N)C(=O)O,Tb+++,4.0
CC(C)[C@H](N)C(=O)O,Dy+++,4.03
CC(C)[C@H](N)C(=O)O,Er+++,4.19
CC(C)[C@H](N)C(=O)O,Ho+++,4.1
CC(C)[C@H](N)C(=O)O,Lu+++,4.3
CC(C)[C@H](N)C(=O)O,Yb+++,4.3
O=P(O)(O)c1ccccc1/N=N/c1c(S(=O)(=O)O)cc2c(Cl)c(S(=O)(=O)O)c(/N=N/c3ccccc3P(=O)(O)O)c(O)c2c1O,Ce+++,9.54
O=P(O)(O)c1ccccc1/N=N/c1c(S(=O)(=O)O)cc2c(Cl)c(S(=O)(=O)O)c(/N=N/c3ccccc3P(=O)(O)O)c(O)c2c1O,Nd+++,9.28
O=P(O)(O)c1ccccc1/N=N/c1c(S(=O)(=O)O)cc2c(Cl)c(S(=O)(=O)O)c(/N=N/c3ccccc3P(=O)(O)O)c(O)c2c1O,Pr+++,9.54
O=C(O)c1cnccn1,Eu+++,2.82
O=C(O)c1cnccn1,Tb+++,2.77
O=C(O)c1cnccn1,Er+++,2.84
O=C(O)c1cnccn1,Gd+++,2.5
O=C(O)c1cnccn1,Ho+++,2.91
O=C(O)c1cnccn1,Lu+++,2.98
O=C(O)c1cnccn1,Nd+++,2.77
O=C(O)c1cnccn1,Sm+++,2.85
O=S(=O)(O)c1ccc(O)c(CNCCN(CCNCc2cc(S(=O)(=O)O)ccc2O)CCNCc2cc(S(=O)(=O)O)ccc2O)c1,Gd+++,6.67
O=S(=O)(O)c1ccc(O)c(CNCCN(CCNCc2cc(S(=O)(=O)O)ccc2O)CCNCc2cc(S(=O)(=O)O)ccc2O)c1,Ho+++,7.67
O=S(=O)(O)c1ccc(O)c(CNCCN(CCNCc2cc(S(=O)(=O)O)ccc2O)CCNCc2cc(S(=O)(=O)O)ccc2O)c1,Nd+++,6.41
O=S(=O)(O)c1ccc(O)c(CNCCN(CCNCc2cc(S(=O)(=O)O)ccc2O)CCNCc2cc(S(=O)(=O)O)ccc2O)c1,Yb+++,8.53
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,Dy+++,12.0
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,Gd+++,11.4
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,Nd+++,11.1
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,Pr+++,10.63
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1,Yb+++,11.6
O=C(O)CN1CCNCCN(CC(=O)O)CC1,Gd+++,11.08
O=C(O)CN1CCOCCOCCOCCOCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,Dy+++,18.0
O=C(O)CN(CC(=O)O)CP(=O)(O)CN(CC(=O)O)CC(=O)O,Gd+++,15.73
O=C(O)CN(CC(=O)O)CP(=O)(O)CN(CC(=O)O)CC(=O)O,Ho+++,15.8
O=C(O)CN(CC(=O)O)CP(=O)(O)CN(CC(=O)O)CC(=O)O,Nd+++,14.64
O=C(O)CN(CC(=O)O)CP(=O)(O)CN(CC(=O)O)CC(=O)O,Sm+++,15.6
O=C(O)CN(CC(=O)O)CP(=O)(O)CN(CC(=O)O)CC(=O)O,Yb+++,15.56
Cc1cccc(C(=O)O)c1N,Ce+++,4.79
Cc1cccc(C(=O)O)c1N,Nd+++,5.1
Cc1cccc(C(=O)O)c1N,Pr+++,4.92
Cc1cccc(C(=O)O)c1N,Sm+++,5.24
O=Nc1ccc2ccccc2c1O,Ce+++,5.57
O=Nc1ccc2ccccc2c1O,Eu+++,5.84
O=Nc1ccc2ccccc2c1O,Tb+++,5.81
O=Nc1ccc2ccccc2c1O,Dy+++,5.83
O=Nc1ccc2ccccc2c1O,Er+++,6.0
O=Nc1ccc2ccccc2c1O,Gd+++,5.75
O=Nc1ccc2ccccc2c1O,Ho+++,5.94
O=Nc1ccc2ccccc2c1O,Pr+++,5.53
O=Nc1ccc2ccccc2c1O,Tm+++,6.0
CC(C)CC(N)C(=O)NCC(=O)O,Eu+++,2.45
CC(C)CC(N)C(=O)NCC(=O)O,Gd+++,2.25
CC(C)CC(N)C(=O)NCC(=O)O,Ho+++,2.4
CC(C)CC(N)C(=O)NCC(=O)O,Nd+++,1.85
CC(C)CC(N)C(=O)NCC(=O)O,Yb+++,2.6
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Ce+++,10.5
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Eu+++,11.7
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Tb+++,11.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Dy+++,11.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Er+++,11.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Gd+++,11.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Ho+++,11.3
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Lu+++,11.1
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Nd+++,11.1
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Pr+++,11.0
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Sm+++,11.4
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Tm+++,11.2
O=C(O)CN1CCN(CC(=O)O)CC(=O)NCCNC(=O)CN(CC(=O)O)CC1,Yb+++,10.6
OCCN(CCO)C(CO)(CO)CO,Eu+++,5.13
OCCN(CCO)C(CO)(CO)CO,Dy+++,5.48
OCCN(CCO)C(CO)(CO)CO,Er+++,2.66
OCCN(CCO)C(CO)(CO)CO,Gd+++,6.23
OCCN(CCO)C(CO)(CO)CO,Lu+++,2.34
OCCN(CCO)C(CO)(CO)CO,Nd+++,4.54
OCCN(CCO)C(CO)(CO)CO,Yb+++,6.83
CC(=O)NO,Eu+++,5.26
CC(=O)NO,Ce+++,6.35
NCC(=O)NC(CO)C(=O)O,Eu+++,2.5
NCC(=O)NC(CO)C(=O)O,Gd+++,2.5
NCC(=O)NC(CO)C(=O)O,Ho+++,2.6
NCC(=O)NC(CO)C(=O)O,Nd+++,2.25
NCC(=O)NC(CO)C(=O)O,Yb+++,2.8
O=C(O)CN(CC(=O)O)Cc1ccccn1,Ce+++,8.3
O=C(O)CN(CC(=O)O)Cc1ccccn1,Eu+++,8.92
O=C(O)CN(CC(=O)O)Cc1ccccn1,Tb+++,8.87
O=C(O)CN(CC(=O)O)Cc1ccccn1,Dy+++,9.0
O=C(O)CN(CC(=O)O)Cc1ccccn1,Er+++,9.25
O=C(O)CN(CC(=O)O)Cc1ccccn1,Gd+++,8.76
O=C(O)CN(CC(=O)O)Cc1ccccn1,Ho+++,9.07
O=C(O)CN(CC(=O)O)Cc1ccccn1,Lu+++,9.72
O=C(O)CN(CC(=O)O)Cc1ccccn1,Nd+++,8.64
O=C(O)CN(CC(=O)O)Cc1ccccn1,Pr+++,8.53
O=C(O)CN(CC(=O)O)Cc1ccccn1,Sm+++,8.92
O=C(O)CN(CC(=O)O)Cc1ccccn1,Tm+++,9.4
O=C(O)CN(CC(=O)O)Cc1ccccn1,Yb+++,9.6
O=C(O)c1cccc2cccnc12,Ce+++,2.48
O=C(O)c1cccc2cccnc12,Eu+++,2.64
O=C(O)c1cccc2cccnc12,Er+++,2.78
O=C(O)c1cccc2cccnc12,Gd+++,2.61
O=C(O)c1cccc2cccnc12,Nd+++,2.55
O=C(O)c1cccc2cccnc12,Pr+++,2.47
O=C(O)c1cccc2cccnc12,Sm+++,2.64
O=C(O)c1cccc2cccnc12,Yb+++,2.86
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Ce+++,5.6
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Eu+++,6.05
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Tb+++,6.27
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Dy+++,6.27
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Er+++,6.31
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Gd+++,6.03
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Ho+++,6.26
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Nd+++,5.73
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Pr+++,5.63
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Sm+++,5.96
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Tm+++,6.31
O=S(=O)(O)c1cc(O)c2c(O)c(/N=N/c3ccc(S(=O)(=O)O)c4ccccc34)c(S(=O)(=O)O)cc2c1,Yb+++,6.24
O=C(O)CN(CCN(CC(=O)O)CC(=O)NC12CC3CC(CC(C3)C1)C2)CCN(CC(=O)O)CC(=O)NC12CC3CC(CC(C3)C1)C2,Gd+++,16.85
O=C(O)c1cccnc1,Ce+++,1.98
O=C(O)c1cccnc1,Eu+++,2.1
O=C(O)c1cccnc1,Tb+++,2.09
O=C(O)c1cccnc1,Dy+++,2.19
O=C(O)c1cccnc1,Er+++,2.21
O=C(O)c1cccnc1,Gd+++,2.08
O=C(O)c1cccnc1,Ho+++,1.63
O=C(O)c1cccnc1,Lu+++,2.19
O=C(O)c1cccnc1,Nd+++,2.03
O=C(O)c1cccnc1,Pr+++,2.01
O=C(O)c1cccnc1,Sm+++,2.07
O=C(O)c1cccnc1,Yb+++,2.18
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Dy+++,3.36
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Er+++,3.4
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Gd+++,2.98
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Lu+++,3.6
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Nd+++,2.7
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Pr+++,2.45
O=[N+]([O-])c1ccc2c(c1)OCCOCCOCCOCCOCCO2,Sm+++,2.81
NCCCC[C@H](N)C(=O)O,Ce+++,6.42
NCCCC[C@H](N)C(=O)O,Gd+++,7.42
NCCCC[C@H](N)C(=O)O,Nd+++,7.12
NCCCC[C@H](N)C(=O)O,Pr+++,7.37
NCCCC[C@H](N)C(=O)O,Sm+++,7.71
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,Eu+++,2.4
O=C(O)c1ccc2ccccc2n1,Ce+++,2.48
O=C(O)c1ccc2ccccc2n1,Eu+++,2.59
O=C(O)c1ccc2ccccc2n1,Dy+++,2.62
O=C(O)c1ccc2ccccc2n1,Er+++,2.67
O=C(O)c1ccc2ccccc2n1,Gd+++,2.58
O=C(O)c1ccc2ccccc2n1,Nd+++,2.57
O=C(O)c1ccc2ccccc2n1,Pr+++,2.53
O=C(O)c1ccc2ccccc2n1,Sm+++,2.64
O=C(O)c1ccc2ccccc2n1,Yb+++,2.7
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Ce+++,14.06
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Eu+++,13.76
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Tb+++,13.14
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Dy+++,12.48
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Er+++,13.31
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Gd+++,13.38
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Ho+++,12.98
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Lu+++,14.16
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Nd+++,14.36
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Pr+++,13.98
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Sm+++,14.01
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Tm+++,13.8
O=P(O)(O)CN1CCOCCOCCN(CP(=O)(O)O)CCOCC1,Yb+++,13.7
N[C@@H](Cc1cnc[nH]1)C(=O)O,Dy+++,4.4
N[C@@H](Cc1cnc[nH]1)C(=O)O,Er+++,4.49
N[C@@H](Cc1cnc[nH]1)C(=O)O,Gd+++,4.39
N[C@@H](Cc1cnc[nH]1)C(=O)O,Nd+++,4.4
N[C@@H](Cc1cnc[nH]1)C(=O)O,Pr+++,4.36
N[C@@H](Cc1cnc[nH]1)C(=O)O,Sm+++,4.46
N[C@@H](Cc1cnc[nH]1)C(=O)O,Yb+++,4.23
N[C@@H](Cc1cnc[nH]1)C(=O)O,Ce+++,4.6
Oc1c(Cl)cc(Cl)c2cccnc12,Nd+++,6.6
O=P(O)(O)CN(CCSCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,Ce+++,12.07
O=C(O)CN(CCN(CC(=O)O)CP(=O)(O)O)CP(=O)(O)O,Eu+++,17.8
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Ce+++,11.28
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Eu+++,12.35
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Tb+++,12.79
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Dy+++,13.02
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Er+++,13.47
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Gd+++,12.4
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Ho+++,13.26
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Lu+++,13.93
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Nd+++,11.82
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Pr+++,11.69
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Sm+++,12.19
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Tm+++,13.65
O=C(O)CN(CCN(CC(=O)O)Cc1ccccc1)CC(=O)O,Yb+++,13.85
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)NC,Dy+++,17.9
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)NC,Lu+++,17.06
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)NC,Sm+++,16.69
CNC(=O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)NC,Gd+++,16.85
N[C@@H](Cc1ccc(O)cc1)C(=O)O,Yb+++,5.0
COc1ccc(O)c(/N=N/c2nccs2)c1,Eu+++,9.09
COc1ccc(O)c(/N=N/c2nccs2)c1,Dy+++,9.39
COc1ccc(O)c(/N=N/c2nccs2)c1,Er+++,9.49
COc1ccc(O)c(/N=N/c2nccs2)c1,Gd+++,8.96
